,Location,Post_Office,Postcode,State
51187,Kampung Batu Arang,Labuan,87000,WP_Labuan
51188,Kampung Cina,Labuan,87000,WP_Labuan
51189,Kampung Gerisik,Labuan,87000,WP_Labuan
51190,Kampung Lajau,Labuan,87000,WP_Labuan
51191,Kampung Membijal,Labuan,87000,WP_Labuan
51192,Kampung Parit,Labuan,87000,WP_Labuan
51193,Kampung Pohon Batu,Labuan,87000,WP_Labuan
51194,Kampung Sawagan,Labuan,87000,WP_Labuan
51195,Kampung Seguking,Labuan,87000,WP_Labuan
51196,Labuan,Labuan,87000,WP_Labuan
51197,Layang-Layang,Labuan,87000,WP_Labuan
51198,Ranca-Ranca,Labuan,87000,WP_Labuan
51199,Sungai Miri,Labuan,87000,WP_Labuan
51200,Labuan - Peti surat 80001 - 80100,Labuan,87010,WP_Labuan
51201,Labuan - Peti surat 81001 - 81100,Labuan,87020,WP_Labuan
51202,Labuan - Peti surat 82001 - 82100,Labuan,87030,WP_Labuan
